1142,1137,"pneumococcal vaccine","fever","60 very common","","","","","",""
71,1295,"amoxicillin","haemorrhagic colitis","20 rare","","","","","",""
71,1359,"amoxicillin","hepatitis","20 rare","","","","","",""
71,1875,"amoxicillin","intestinal candidiasis","20 rare","","","","","",""
71,2852,"amoxicillin","Pseudomembranous colitis","20 rare","","","","","",""
71,528,"amoxicillin","cholestatic jaundice","20 rare","","","","","",""
71,671,"amoxicillin","crystalluria","20 rare","","","","","",""
71,563,"amoxicillin","CNS effects","20 rare","","","","","",""
71,3150,"amoxicillin","seizure","20 rare","","","","","",""
71,3285,"amoxicillin","skin reaction","20 rare","","","","","",""
71,3396,"amoxicillin","superficial tooth discolouration","20 rare","","","","","",""
71,7704,"amoxicillin","generalised exanthematous pustulosis","20 rare","","","","","",""
73,3352,"amphotericin b","Stevens-Johnson syndrome","20 rare","","","Y","","",""
73,1467,"amphotericin b","hypersensitivity","20 rare","","","Y","","",""
73,3554,"amphotericin b","toxic epidermal necrolysis","20 rare","","","Y","","",""
76,2348,"ampicillin sodium","nephropathy","20 rare","","","","","",""
76,1359,"ampicillin sodium","hepatitis","20 rare","","","","","",""
76,528,"ampicillin sodium","cholestatic jaundice","20 rare","","","","","",""
79,2494,"anakinra (rbe)","opportunistic infection","20 rare","","","","","",""
80,3255,"anastrozole","SJS","20 rare","","","","","",""
80,1467,"anastrozole","hypersensitivity","20 rare","","","","","",""
80,190,"anastrozole","anaphylactic reaction","20 rare","","","","","",""
80,682,"anastrozole","cutaneous vasculitis","20 rare","","","","","",""
80,205,"anastrozole","angioedema","20 rare","","","","","",""
85,1179,"antithymocyte globulin (equine)","fulminant haemolysis","20 rare","","","","","",""
87,1467,"apixaban","hypersensitivity","20 rare","","","","","",""
88,2655,"apomorphine hydrochloride","peripheral blood eosinophilia","20 rare","","","","","",""
91,3285,"aprepitant","skin reaction","20 rare","","","","","",""
93,1915,"armodafinil","irritability","20 rare","","","","","",""
104,2298,"atazanavir","myopathy","20 rare","","","","","",""
106,2949,"atenolol","raised LFTs","20 rare","","","","","",""
106,1380,"atenolol","hepatotoxicity","20 rare","","","","","",""
107,229,"atomoxetine","anxiety","20 rare","Adults","","","","",""
107,2039,"atomoxetine","liver injury","20 rare","Adults","","","","",""
111,190,"atracurium besylate","anaphylactic reaction","20 rare","","","","","",""
111,2115,"atracurium besylate","malignant hyperthermia","20 rare","","","","","",""
114,1005,"auranofin","enterocolitis","20 rare","","","","","",""
116,3015,"azacitidine","renal failure","20 rare","","","","","",""
121,190,"azithromycin","anaphylactic reaction","20 rare","","","","","",""
121,205,"azithromycin","angioedema","20 rare","","","","","",""
122,3581,"aztreonam","transient incr in serum creatinine","20 rare","","","","","",""
122,2852,"aztreonam","Pseudomembranous colitis","20 rare","","","","","",""
122,1932,"aztreonam","jaundice","20 rare","","","","","",""
122,1359,"aztreonam","hepatitis","20 rare","","","","","",""
122,3150,"aztreonam","seizure","20 rare","","","","","",""
127,190,"bcg vaccine","anaphylactic reaction","20 rare","","","","","",""
140,149,"benzoyl peroxide","allergic reaction","20 rare","","","","","",""
140,190,"benzoyl peroxide","anaphylactic reaction","20 rare","","","","","",""
151,2842,"betahistine dihydrochloride","pruritus","20 rare","","","","","",""
151,2963,"betahistine dihydrochloride","rash","20 rare","","","","","",""
151,2110,"betahistine dihydrochloride","malaise","20 rare","","","","","",""
151,890,"betahistine dihydrochloride","dizziness","20 rare","","","","","",""
151,205,"betahistine dihydrochloride","angioedema","20 rare","","","","","",""
151,3682,"betahistine dihydrochloride","urticaria","20 rare","","","","","",""
156,3363,"betamethasone","striae","20 rare","","","","","",""
156,2044,"betamethasone","local atrophy","20 rare","","","","","",""
156,1182,"betamethasone","furunculosis","20 rare","","","","","",""
156,1169,"betamethasone","folliculitis","20 rare","","","","","",""
157,519,"betaxolol","CHF","20 rare","","","","","",""
157,3044,"betaxolol","respiratory failure","20 rare","","","","","",""
157,399,"betaxolol","bradycardia","20 rare","","","","","",""
157,3431,"betaxolol","systemic reaction","20 rare","","","","","",""
157,3554,"betaxolol","toxic epidermal necrolysis","20 rare","","","","","",""
159,2797,"bevacizumab (rch)","PRES","20 rare","","","","","",""
160,1348,"bicalutamide","hepatic failure","20 rare","","","","","",""
168,3268,"bisacodyl","Skin discolouration","20 rare","","","","","",""
168,1471,"bisacodyl","hypersensitivity reactions","20 rare","","","","","",""
169,150,"bisoprolol fumarate","allergic rhinitis","20 rare","","","","","",""
169,1307,"bisoprolol fumarate","hallucination","20 rare","","","","","",""
169,2404,"bisoprolol fumarate","nightmares","20 rare","","","","","",""
169,1467,"bisoprolol fumarate","hypersensitivity","20 rare","","","","","",""
169,1359,"bisoprolol fumarate","hepatitis","20 rare","","","","","",""
177,190,"bosentan monohydrate","anaphylactic reaction","20 rare","","","","","",""
177,547,"bosentan monohydrate","cirrhosis","20 rare","","","","","",""
177,2036,"bosentan monohydrate","liver failure","20 rare","","","","","",""
177,205,"bosentan monohydrate","angioedema","20 rare","","","","","",""
178,3194,"botulinum toxin type a","serum sickness","20 rare","","","","","",""
178,1467,"botulinum toxin type a","hypersensitivity","20 rare","","","","","",""
185,2650,"brinzolamide","periorbital oedema","20 rare","","","","","",""
185,197,"brinzolamide","angina","20 rare","","","","","",""
185,270,"brinzolamide","asthenia","20 rare","","","","","",""
185,784,"brinzolamide","decr visual acuity","20 rare","","","","","",""
185,1862,"brinzolamide","insomnia","20 rare","","","","","",""
185,1907,"brinzolamide","irregular heart rate","20 rare","","","","","",""
185,3042,"brinzolamide","respiratory effects","20 rare","","","","","",""
185,3323,"brinzolamide","somnolence","20 rare","","","","","",""
188,1531,"bromazepam","hypotension","20 rare","","","","","",""
188,368,"bromazepam","blood dyscrasia","20 rare","","","","","",""
188,461,"bromazepam","cardiac failure","20 rare","","","","","",""
195,2722,"bromocriptine","pleural effusion","20 rare","","","","","",""
195,2872,"bromocriptine","psychosis","20 rare","","","","","",""
195,1476,"bromocriptine","hypertension","20 rare","","","","","",""
195,2171,"bromocriptine","MI","20 rare","","","","","",""
195,3082,"bromocriptine","retroperitoneal fibrosis","20 rare","","","","","",""
195,3150,"bromocriptine","seizure","20 rare","","","","","",""
195,3365,"bromocriptine","stroke","20 rare","","","","","",""
195,2883,"bromocriptine","pulmonary","20 rare","","","","","",""
195,2640,"bromocriptine","pericardial effusion","20 rare","","","","","",""
201,1396,"bupivacaine hydrochloride","high/ total spinal blockade","20 rare","","","","","",""
204,2963,"bupropion hydrochloride","rash","20 rare","","","","","",""
204,3285,"bupropion hydrochloride","skin reaction","20 rare","","","","","",""
213,1436,"calcipotriol","hypercalcaemia","20 rare","","","","","",""
215,2963,"calcitonin salmon (salcatonin)","rash","20 rare","","","","","",""
215,190,"calcitonin salmon (salcatonin)","anaphylactic reaction","20 rare","","","","","",""
215,1467,"calcitonin salmon (salcatonin)","hypersensitivity","20 rare","","","","","",""
225,3093,"candesartan cilexetil","rhabdomyolysis","20 rare","","","","","",""
227,3751,"capecitabine","VF","20 rare","","","","","",""
227,3550,"capecitabine","torsades de pointes","20 rare","","","","","",""
227,2920,"capecitabine","QT prolongation","20 rare","","","","","",""
227,1348,"capecitabine","hepatic failure","20 rare","","","","","",""
227,527,"capecitabine","cholestatic hepatitis","20 rare","","","","","",""
230,1348,"captopril","hepatic failure","20 rare","","","","","",""
232,1307,"carbamazepine","hallucination","20 rare","","","","","",""
232,3291,"carbamazepine","SLE","20 rare","","","","","",""
232,3712,"carbamazepine","vanishing bile duct syndrome","20 rare","","","","","",""
232,452,"carbamazepine","cardiac arrhythmia","20 rare","","","","","",""
232,1932,"carbamazepine","jaundice","20 rare","","","","","",""
232,1359,"carbamazepine","hepatitis","20 rare","","","","","",""
240,3015,"carboplatin","renal failure","20 rare","","","","","",""
240,2278,"carboplatin","myelodysplastic syndrome","20 rare","","","","","",""
240,178,"carboplatin","AML","20 rare","","","","","",""
240,1290,"carboplatin","haemolytic uraemic syndrome","20 rare","","","","","",""
246,613,"carmustine","conjunctival suffusion","20 rare","","","","","",""
246,1380,"carmustine","hepatotoxicity","20 rare","","","","","",""
246,2002,"carmustine","leukaemia","20 rare","","","","","",""
246,2380,"carmustine","neuroretinitis","20 rare","","","","","",""
248,1350,"carvedilol","hepatic injury","20 rare","","","","","",""
292,561,"cefaclor","CNS disturbance","20 rare","","","","","",""
292,528,"cefaclor","cholestatic jaundice","20 rare","","","","","",""
292,205,"cefaclor","angioedema","20 rare","","","","","",""
292,1726,"cefaclor","incr PT","20 rare","","","","","",""
292,731,"cefaclor","decr haematocrit","20 rare","","","","","",""
292,1137,"cefaclor","fever","20 rare","","","","","",""
292,717,"cefaclor","decr carnitine","20 rare","","","","","",""
292,2852,"cefaclor","Pseudomembranous colitis","20 rare","","","","","",""
292,3255,"cefaclor","SJS","20 rare","","","","","",""
292,3574,"cefaclor","transient hepatitis","20 rare","","","","","",""
292,3459,"cefaclor","TEN","20 rare","","","","","",""
293,2852,"cefalotin","Pseudomembranous colitis","20 rare","","","","","",""
294,2852,"cefazolin","Pseudomembranous colitis","20 rare","","","","","",""
296,1467,"cefotaxime","hypersensitivity","20 rare","","","","","",""
296,2852,"cefotaxime","Pseudomembranous colitis","20 rare","","","","","",""
297,190,"cefoxitin sodium","anaphylactic reaction","20 rare","","","","","",""
297,3015,"cefoxitin sodium","renal failure","20 rare","","","","","",""
301,2852,"ceftriaxone","Pseudomembranous colitis","20 rare","","","","","",""
301,2824,"ceftriaxone","prolonged PT","20 rare","","","","","",""
302,190,"cefuroxime","anaphylactic reaction","20 rare","","","","","",""
302,1467,"cefuroxime","hypersensitivity","20 rare","","","","","",""
302,3285,"cefuroxime","skin reaction","20 rare","","","","","",""
305,3150,"certolizumab pegol","seizure","20 rare","","","","","",""
305,2662,"certolizumab pegol","peripheral neuropathy","20 rare","","","","","",""
305,1467,"certolizumab pegol","hypersensitivity","20 rare","","","","","",""
305,3604,"certolizumab pegol","transverse myelitis","20 rare","","","","","",""
305,666,"certolizumab pegol","cranial nerve neuritis","20 rare","","","","","",""
306,1307,"cetirizine hydrochloride","hallucination","20 rare","","","","","",""
306,3150,"cetirizine hydrochloride","seizure","20 rare","","","","","",""
306,3436,"cetirizine hydrochloride","tachycardia","20 rare","","","","","",""
306,602,"cetirizine hydrochloride","confusion","20 rare","","","","","",""
306,122,"cetirizine hydrochloride","aggression","20 rare","","","","","",""
306,30,"cetirizine hydrochloride","abnormal hepatic function","20 rare","","","","","",""
306,829,"cetirizine hydrochloride","depression","20 rare","","","","","",""
306,1467,"cetirizine hydrochloride","hypersensitivity","20 rare","","","","","",""
308,1467,"cetrorelix","hypersensitivity","20 rare","","","","","",""
308,190,"cetrorelix","anaphylactic reaction","20 rare","","","","","",""
309,1869,"cetuximab (rmc)","interstitial lung disease","20 rare","","","Y","","",""
314,1307,"chloral hydrate","hallucination","20 rare","","","","","",""
314,1953,"chloral hydrate","ketonuria","20 rare","","","","","",""
314,2601,"chloral hydrate","paradoxical excitement","20 rare","","","","","",""
325,3378,"chlorpromazine hydrochloride","sudden death","20 rare","","","","","",""
326,2606,"chlortalidone","paraesthesia","20 rare","","","","","",""
326,1932,"chlortalidone","jaundice","20 rare","","","","","",""
326,2700,"chlortalidone","photosensitisation","20 rare","","","","","",""
326,1251,"chlortalidone","gout","20 rare","","","","","",""
326,368,"chlortalidone","blood dyscrasia","20 rare","","","","","",""
326,452,"chlortalidone","cardiac arrhythmia","20 rare","","","","","",""
326,3766,"chlortalidone","vision disturbance","20 rare","","","","","",""
331,1137,"chorionic gonadotrophin, human","fever","20 rare","","","","","",""
331,2963,"chorionic gonadotrophin, human","rash","20 rare","","","","","",""
335,253,"ciclosporin","ARDS","20 rare","","","","","",""
335,2113,"ciclosporin","malignancy","20 rare","","","","","",""
338,482,"cimetidine","Cardiovascular effects","20 rare","","","","","",""
338,3436,"cimetidine","tachycardia","20 rare","","","","","",""
338,2585,"cimetidine","pancreatitis","20 rare","","","","","",""
339,2268,"cinacalcet","myalgia","20 rare","","","","","",""
343,1359,"ciprofloxacin","hepatitis","20 rare","","","","","",""
343,937,"ciprofloxacin","dyspnoea","20 rare","","","","","",""
343,1421,"ciprofloxacin","hyper/ hypoglycaemia","20 rare","","","","","",""
343,829,"ciprofloxacin","depression","20 rare","","","","","",""
343,282,"ciprofloxacin","attempted suicide","20 rare","","","","","",""
343,2701,"ciprofloxacin","photosensitivity","20 rare","","","","","",""
343,1307,"ciprofloxacin","hallucination","20 rare","","","","","",""
343,3150,"ciprofloxacin","seizure","20 rare","","","","","",""
343,3015,"ciprofloxacin","renal failure","20 rare","","","","","",""
343,3153,"ciprofloxacin","self endangering behaviour","20 rare","","","","","",""
347,1359,"citalopram","hepatitis","20 rare","","","","","",""
347,1519,"citalopram","hyponatraemia","20 rare","","","","","",""
347,2924,"citalopram","QTc prolongation","20 rare","","","","","",""
347,3550,"citalopram","torsades de pointes","20 rare","","","","","",""
347,3285,"citalopram","skin reaction","20 rare","","","","","",""
347,3189,"citalopram","serotonin syndrome","20 rare","","","","","",""
348,3618,"cladribine","tumor lysis syndrome","20 rare","","","","","",""
348,2382,"cladribine","neurotoxicity","20 rare","","","","","",""
348,2161,"cladribine","metabolic acidosis","20 rare","","","","","",""
349,2585,"clarithromycin","pancreatitis","20 rare","","","","","",""
349,3150,"clarithromycin","seizure","20 rare","","","","","",""
354,2949,"clobazam","raised LFTs","20 rare","","","","","",""
354,368,"clobazam","blood dyscrasia","20 rare","","","","","",""
355,1209,"clobetasol propionate","generalised pustular psoriasis","20 rare","","","","","",""
358,3150,"clomiphene citrate","seizure","20 rare","","","","","",""
360,154,"clonazepam","alopecia","20 rare","","","","","",""
360,2842,"clonazepam","pruritus","20 rare","","","","","",""
360,3668,"clonazepam","urinary incontinence","20 rare","","","","","",""
360,1024,"clonazepam","erectile dysfunction","20 rare","","","","","",""
360,3494,"clonazepam","thrombocytopenia","20 rare","","","","","",""
360,2065,"clonazepam","loss of libido","20 rare","","","","","",""
